area_util,banheiros,suites,quartos,vagas_garagem,preco_venda,bairro,tipo_imovel,tipo_imovel_recategorized
811,220.0,4.0,1.0,3.0,2.0,542500,Jardim São Paulo,Casa de dois andares,Casa
812,47.0,1.0,0.0,2.0,1.0,185500,Lauzane Paulista,Apartamento,Apartamento
813,100.0,3.0,2.0,3.0,2.0,566930,Tatuapé,Apartamento,Apartamento
815,71.0,2.0,1.0,1.0,1.0,393960,Tatuapé,Apartamento,Apartamento
816,50.0,1.0,0.0,2.0,1.0,250188,Brás,Apartamento,Apartamento
818,55.0,1.0,1.0,2.0,1.0,256269,Móoca,Apartamento,Apartamento
821,120.0,2.0,1.0,3.0,2.0,475999,Vila Formosa,Condomínio,Outro
832,159.0,3.0,2.0,3.0,3.0,486499,Santana,Condomínio,Outro
833,72.0,2.0,1.0,3.0,2.0,455000,Vila Mazzei,Apartamento,Apartamento
835,56.0,1.0,0.0,3.0,1.0,273000,Vila Mazzei,Apartamento,Apartamento
838,56.0,2.0,1.0,2.0,1.0,301000,Vila Regente Feijó,Apartamento,Apartamento
842,130.0,2.0,0.0,3.0,1.0,448000,Santana,Apartamento,Apartamento
847,58.0,1.0,0.0,2.0,1.0,230999,Limão,Apartamento,Apartamento
848,92.0,2.0,1.0,3.0,2.0,487199,Jardim Dom Bosco,Apartamento,Apartamento
850,55.0,2.0,1.0,2.0,1.0,269500,Interlagos,Apartamento,Apartamento
851,60.0,1.0,0.0,2.0,1.0,135940,Jardim Umuarama,Apartamento,Apartamento
860,50.0,1.0,0.0,2.0,1.0,185500,Jardim Santa Terezinha (Zona Leste),Apartamento,Apartamento
861,110.0,3.0,1.0,3.0,2.0,340200,Vila Matilde,Casa de dois andares,Casa
864,1.0,2.0,0.0,3.0,1.0,192500,Parque Residencial Cocaia,Casa,Casa
873,127.0,2.0,1.0,3.0,2.0,630000,Vila Pauliceia,Apartamento,Apartamento
877,120.0,1.0,0.0,2.0,1.0,112000,Jardim Brasilia,Casa,Casa
878,290.0,1.0,0.0,3.0,2.0,196000,Jardim Carombe,Casa,Casa
881,80.0,3.0,1.0,3.0,2.0,315000,Jardim Santa Cruz (Campo Grande),Casa de dois andares,Casa
884,125.0,2.0,1.0,3.0,3.0,595000,Água Fria,Apartamento,Apartamento
885,50.0,1.0,0.0,2.0,1.0,224000,Imirim,Apartamento,Apartamento
888,48.0,1.0,0.0,2.0,1.0,189000,Jaraguá,Apartamento,Apartamento
894,97.0,3.0,1.0,2.0,2.0,622300,Alto de Pinheiros,Apartamento,Apartamento
897,210.0,2.0,1.0,3.0,5.0,616000,Piqueri,Casa de dois andares,Casa
900,89.0,3.0,1.0,3.0,2.0,489999,Vila Santo Estéfano,Apartamento,Apartamento
902,48.0,1.0,0.0,2.0,1.0,154000,Paraisópolis,Apartamento,Apartamento
903,64.0,1.0,0.0,2.0,1.0,175000,Jardim Celeste,Apartamento,Apartamento
905,94.0,3.0,1.0,3.0,2.0,608300,Ipiranga,Apartamento,Apartamento
906,78.0,3.0,1.0,3.0,2.0,489999,Ipiranga,Apartamento,Apartamento
908,61.0,2.0,1.0,2.0,2.0,420000,Vila Guarani,Apartamento,Apartamento
914,59.0,1.0,0.0,2.0,1.0,237999,Ipiranga,Apartamento,Apartamento
915,77.0,1.0,0.0,2.0,1.0,315000,Ipiranga,Apartamento,Apartamento
916,108.0,2.0,1.0,3.0,2.0,595000,Ipiranga,Apartamento,Apartamento
917,75.0,2.0,1.0,3.0,2.0,329000,Usina Piratininga,Apartamento,Apartamento
921,62.0,1.0,0.0,2.0,1.0,385000,Sumarezinho,Apartamento,Apartamento
926,61.0,1.0,1.0,2.0,1.0,455000,Bela Aliança,Apartamento,Apartamento
928,150.0,2.0,1.0,3.0,2.0,475999,Água Branca,Casa de dois andares,Casa
930,68.0,1.0,0.0,2.0,1.0,350000,Lapa,Apartamento,Apartamento
936,65.0,2.0,1.0,2.0,2.0,349650,Lapa,Apartamento,Apartamento
938,48.0,1.0,1.0,1.0,1.0,406000,Vila Gertrudes,Apartamento,Apartamento
944,35.0,1.0,0.0,1.0,1.0,229599,Vila Clementino,Flat,Apartamento
950,180.0,3.0,1.0,3.0,4.0,629300,Jardim Avelino,Casa,Casa
952,90.0,1.0,1.0,3.0,1.0,578200,Saúde,Apartamento,Apartamento
966,180.0,2.0,0.0,2.0,2.0,413000,Vila Constança,Casa,Casa
968,127.0,3.0,1.0,3.0,2.0,406000,Vila Suzana,Condomínio,Outro
969,108.0,2.0,1.0,2.0,2.0,510999,Jardim Aeroporto,Cobertura,Apartamento
970,60.0,2.0,1.0,2.0,2.0,406000,Vila Regente Feijó,Apartamento,Apartamento
974,55.0,2.0,1.0,2.0,1.0,280000,Água Fria,Apartamento,Apartamento
982,27.0,1.0,1.0,1.0,1.0,194600,Parque Anhembi,Flat,Apartamento
983,44.0,1.0,0.0,2.0,1.0,167300,Jardim Norma,Apartamento,Apartamento
984,67.0,1.0,0.0,3.0,1.0,230299,Vila Nova Cachoeirinha,Apartamento,Apartamento
988,31.0,1.0,0.0,1.0,1.0,281960,Brooklin Paulista,Apartamento,Apartamento
995,170.0,2.0,1.0,3.0,2.0,595000,Santana,Casa de dois andares,Casa
997,49.0,1.0,0.0,2.0,1.0,178500,Jardim Vila Formosa,Apartamento,Apartamento
1002,87.0,1.0,1.0,3.0,2.0,574000,Vila Mascote,Apartamento,Apartamento
1003,73.0,2.0,0.0,3.0,1.0,223300,Parque Munhoz,Apartamento,Apartamento
1005,70.0,3.0,2.0,2.0,1.0,266000,Vila Formosa,Condomínio,Outro
1009,49.0,1.0,0.0,2.0,1.0,205100,Jardim Íris,Apartamento,Apartamento
1010,64.0,1.0,0.0,2.0,1.0,297500,Jardim Taquaral,Apartamento,Apartamento
1018,68.0,2.0,1.0,2.0,1.0,296800,Tatuapé,Apartamento,Apartamento
1024,180.0,4.0,1.0,3.0,5.0,489999,Jardim Bonfiglioli,Casa de dois andares,Casa
1026,114.0,4.0,1.0,3.0,4.0,503299,Jardim Ester,Casa de dois andares,Casa
1034,48.0,1.0,0.0,2.0,1.0,196000,Jardim Aricanduva,Apartamento,Apartamento
1037,66.0,2.0,1.0,3.0,2.0,280000,Vila Nivi,Apartamento,Apartamento
1040,97.0,2.0,1.0,3.0,2.0,503999,Vila Carrão,Apartamento,Apartamento
1042,62.0,2.0,1.0,2.0,1.0,665000,Pinheiros,Apartamento,Apartamento
1046,131.0,3.0,0.0,3.0,2.0,805000,Pinheiros,Apartamento,Apartamento
1047,82.0,2.0,1.0,3.0,1.0,357000,Jardim Taquaral,Apartamento,Apartamento
1050,114.0,3.0,1.0,3.0,3.0,448000,Parque Vitória,Condomínio,Outro
1053,49.0,1.0,0.0,2.0,1.0,154000,Parque Munhoz,Apartamento,Apartamento
1054,49.0,1.0,0.0,2.0,1.0,147000,Parque Munhoz,Apartamento,Apartamento
1059,70.0,2.0,2.0,2.0,2.0,392000,Vila Andrade,Apartamento,Apartamento
1060,40.0,1.0,0.0,1.0,1.0,357000,Bela Vista,Apartamento,Apartamento
1062,65.0,2.0,0.0,2.0,1.0,244999,Jardim Brasil (Zona Sul),Apartamento,Apartamento
1063,54.0,2.0,1.0,1.0,1.0,399000,Brooklin,Apartamento,Apartamento
1069,28.0,1.0,1.0,1.0,1.0,112000,Chácara Santo Antônio,Flat,Apartamento
1085,63.0,2.0,1.0,2.0,1.0,385000,Campo Belo,Apartamento,Apartamento
1089,150.0,2.0,1.0,3.0,2.0,364000,Parque Maria Luiza,Casa de dois andares,Casa
1093,76.0,2.0,1.0,3.0,2.0,452900,Vila Anastacio,Apartamento,Apartamento
1094,47.0,1.0,0.0,1.0,1.0,276500,Jardim Aeroporto,Apartamento,Apartamento
1095,87.0,1.0,1.0,3.0,2.0,519399,Vila Anastacio,Apartamento,Apartamento
1097,84.0,1.0,1.0,3.0,2.0,686000,Pinheiros,Apartamento,Apartamento
1099,74.0,2.0,1.0,2.0,1.0,361900,Várzea da Barra Funda,Apartamento,Apartamento
1100,103.0,2.0,1.0,3.0,2.0,658000,Vila Gumercindo,Apartamento,Apartamento
1101,87.0,2.0,1.0,3.0,2.0,735000,Vila Clementino,Apartamento,Apartamento
1103,46.0,1.0,1.0,1.0,1.0,244999,Vila Guarani (Zona Sul),Apartamento,Apartamento
1106,75.0,3.0,1.0,3.0,2.0,406000,Mirandópolis,Apartamento,Apartamento
1121,37.0,1.0,0.0,1.0,1.0,208600,Indianópolis,Flat,Apartamento
1125,86.0,3.0,2.0,2.0,2.0,297500,Vila Celeste,Casa,Casa
1129,61.0,3.0,2.0,2.0,1.0,154000,Parque Boturussu,Condomínio,Outro
1132,130.0,2.0,1.0,2.0,1.0,875000,Santa Cecília,Apartamento,Apartamento
1136,90.0,1.0,1.0,1.0,2.0,371000,Morumbi,Apartamento,Apartamento
1140,60.0,2.0,1.0,2.0,1.0,274414,Jardim das Vertentes,Apartamento,Apartamento
1146,82.0,2.0,1.0,3.0,2.0,517999,Vila Cruzeiro,Apartamento,Apartamento
1151,70.0,2.0,1.0,2.0,2.0,510999,Aclimação,Apartamento,Apartamento
1159,44.0,1.0,0.0,1.0,1.0,404558,Vila Mariana,Apartamento,Apartamento
1162,65.0,2.0,0.0,2.0,1.0,258999,Vila Santa Catarina,Apartamento,Apartamento
1163,57.0,2.0,0.0,3.0,1.0,301000,Aclimação,Apartamento,Apartamento
1166,74.0,2.0,1.0,3.0,2.0,389900,Vila Campestre,Apartamento,Apartamento
1167,75.0,2.0,0.0,2.0,1.0,283500,Jardim Primavera,Apartamento,Apartamento
1168,94.0,2.0,1.0,3.0,2.0,362600,Jardim Ampliação,Apartamento,Apartamento
1170,55.0,1.0,0.0,2.0,1.0,221900,Vila Santa Catarina,Apartamento,Apartamento
1171,74.0,2.0,1.0,3.0,2.0,387800,Vila Campestre,Apartamento,Apartamento
1172,160.0,3.0,1.0,3.0,2.0,520099,Jabaquara,Casa,Casa
1173,160.0,3.0,1.0,3.0,2.0,514499,Jabaquara,Casa,Casa
1174,118.0,3.0,1.0,3.0,2.0,523599,Jardim Marajoara,Apartamento,Apartamento
1175,65.0,2.0,1.0,2.0,1.0,360500,Vila Alexandria,Apartamento,Apartamento
1179,196.0,2.0,0.0,3.0,2.0,266000,Vila Mangalot,Casa,Casa
1181,63.0,1.0,0.0,2.0,1.0,215600,Vila Irmãos Arnoni,Apartamento,Apartamento
1184,82.0,2.0,1.0,3.0,1.0,595000,Vila Mariana,Apartamento,Apartamento
1186,110.0,3.0,1.0,3.0,3.0,385000,Jardim Ester,Casa,Casa
1187,100.0,3.0,1.0,3.0,2.0,350000,Jardim Ivana,Casa de dois andares,Casa
1193,65.0,2.0,1.0,2.0,1.0,268800,Vila Polopoli,Apartamento,Apartamento
1204,61.0,1.0,1.0,2.0,1.0,329000,Vila Isa,Apartamento,Apartamento
1206,51.0,1.0,0.0,2.0,1.0,251789,Vila Andrade,Apartamento,Apartamento
1211,70.0,1.0,0.0,3.0,1.0,224000,Vila dos Remedios,Apartamento,Apartamento
1213,84.0,1.0,1.0,1.0,1.0,639800,Vila Gertrudes,Apartamento,Apartamento
1217,69.0,2.0,2.0,2.0,1.0,592900,Vila Mariana,Apartamento,Apartamento
1218,28.0,1.0,1.0,1.0,1.0,203000,Jardins,Flat,Apartamento
1219,30.0,1.0,1.0,1.0,1.0,227500,Brooklin,Flat,Apartamento
1220,75.0,1.0,1.0,3.0,1.0,489999,Indianópolis,Apartamento,Apartamento
1224,125.0,3.0,0.0,2.0,2.0,420000,Jardim Regis,Casa,Casa
1225,98.0,3.0,1.0,3.0,2.0,489999,Bosque da Saúde,Casa de dois andares,Casa
1229,75.0,2.0,1.0,3.0,2.0,445200,Vila Sofia,Apartamento,Apartamento
1232,83.0,2.0,1.0,3.0,2.0,393400,Vila Regente Feijó,Apartamento,Apartamento
1233,113.0,2.0,1.0,3.0,2.0,832300,Chácara Santo Antônio,Apartamento,Apartamento
1234,150.0,2.0,0.0,2.0,4.0,385000,São Miguel Paulista,Casa,Casa
1242,50.0,1.0,0.0,2.0,1.0,196000,Vila Friburgo,Apartamento,Apartamento
1243,74.0,2.0,1.0,3.0,1.0,320600,Jardim Luanda,Apartamento,Apartamento
1245,55.0,1.0,0.0,2.0,1.0,191030,Cupecê,Apartamento,Apartamento
1246,55.0,1.0,0.0,2.0,1.0,287000,Vila Mascote,Apartamento,Apartamento
1248,46.0,1.0,0.0,2.0,1.0,190826,Parque São Lourenço,Apartamento,Apartamento
1249,92.0,3.0,1.0,3.0,2.0,457100,Vila Mascote,Apartamento,Apartamento
1250,85.0,3.0,1.0,3.0,2.0,464799,Vila Mascote,Apartamento,Apartamento
1251,62.0,2.0,0.0,3.0,2.0,301000,Jardim Prudência,Apartamento,Apartamento
1252,94.0,3.0,1.0,3.0,2.0,449400,Jardim Umuarama,Apartamento,Apartamento
1253,42.0,1.0,0.0,1.0,1.0,203000,Santo Amaro,Apartamento,Apartamento
1254,129.0,3.0,1.0,4.0,2.0,479499,Vila Santa Catarina,Casa,Casa
1259,132.0,3.0,1.0,3.0,2.0,608440,Jurubatuba,Apartamento,Apartamento
1262,92.0,3.0,1.0,3.0,2.0,322000,Jardim Lallo,Casa,Casa
1263,68.0,2.0,1.0,2.0,1.0,343000,Jardim Dom Bosco,Apartamento,Apartamento
1264,63.0,2.0,0.0,3.0,1.0,218400,Jardim Taquaral,Apartamento,Apartamento
1265,50.0,1.0,0.0,2.0,1.0,229529,Jardim Umuarama,Apartamento,Apartamento
1270,55.0,1.0,0.0,2.0,1.0,297500,Tatuapé,Apartamento,Apartamento
1271,74.0,1.0,0.0,2.0,1.0,303100,Alto da Mooca,Apartamento,Apartamento
1274,107.0,3.0,1.0,3.0,2.0,406000,Chácara Nossa Senhora do Bom Conselho,Apartamento,Apartamento
1279,50.0,1.0,0.0,2.0,1.0,189000,Guarapiranga,Apartamento,Apartamento
1281,44.0,1.0,0.0,2.0,1.0,109845,Jardim Pirituba,Apartamento,Apartamento
1294,170.0,2.0,1.0,3.0,2.0,385000,Jardim Monte Alegre,Condomínio,Outro
1296,133.0,3.0,1.0,3.0,3.0,927499,Mooca,Apartamento,Apartamento
1299,120.0,1.0,0.0,2.0,3.0,385000,Jardim Paqueta,Casa,Casa
1301,96.0,2.0,1.0,3.0,3.0,455000,Vila Andrade,Apartamento,Apartamento
1306,65.0,1.0,0.0,3.0,1.0,258999,Vila dos Remedios,Apartamento,Apartamento
1308,200.0,3.0,1.0,2.0,2.0,623000,Jardim Bélgica,Casa,Casa
1332,50.0,1.0,0.0,2.0,1.0,188300,Jardim Satélite,Apartamento,Apartamento
1334,78.0,2.0,0.0,3.0,1.0,293300,Vila Andrade,Apartamento,Apartamento
1336,120.0,3.0,1.0,3.0,2.0,375200,Jardim Regis,Casa,Casa
1340,220.0,4.0,1.0,3.0,4.0,770000,Lar São Paulo,Casa de dois andares,Casa
1341,78.0,3.0,2.0,3.0,2.0,360500,Vila Andrade,Apartamento,Apartamento
1345,30.0,1.0,0.0,1.0,1.0,269500,Santo Amaro,Apartamento,Apartamento
1346,100.0,2.0,0.0,2.0,2.0,284200,Jardim Santa Cruz,Casa,Casa
1353,64.0,1.0,0.0,3.0,1.0,326900,Vila Sofia,Apartamento,Apartamento
1354,79.0,1.0,1.0,3.0,1.0,350000,Vila Prudente,Apartamento,Apartamento
1358,45.0,1.0,0.0,2.0,1.0,147000,Vila Carmosina,Apartamento,Apartamento
1359,70.0,2.0,1.0,3.0,2.0,293300,Saúde,Apartamento,Apartamento
1361,56.0,1.0,0.0,2.0,1.0,154000,Jardim Santa Monica,Apartamento,Apartamento
1362,74.0,2.0,1.0,3.0,1.0,230999,Jardim Ampliação,Apartamento,Apartamento
1363,54.0,1.0,0.0,2.0,1.0,210000,Vila Bruna,Apartamento,Apartamento
1366,74.0,3.0,2.0,2.0,1.0,623000,Moema,Apartamento,Apartamento
1368,110.0,3.0,1.0,3.0,1.0,595000,Vila Mariana,Apartamento,Apartamento
1371,127.0,4.0,0.0,4.0,1.0,489999,Vila Siqueira (Zona Norte),Casa,Casa
1373,65.0,1.0,0.0,2.0,1.0,262500,São Paulo,Casa,Casa
1375,70.0,1.0,0.0,3.0,1.0,244999,Jardim Jaqueline,Apartamento,Apartamento
1382,120.0,1.0,0.0,2.0,1.0,489999,Vila Santa Maria,Casa,Casa
1383,46.0,1.0,0.0,2.0,1.0,220500,Rio Pequeno,Apartamento,Apartamento
1385,63.0,2.0,1.0,3.0,1.0,241499,Vila Butantã,Apartamento,Apartamento
1389,100.0,1.0,0.0,3.0,1.0,206500,Pirituba,Cobertura,Apartamento
1393,150.0,4.0,1.0,3.0,3.0,489999,Vila Barbosa,Casa de dois andares,Casa
1396,121.0,2.0,1.0,4.0,3.0,958999,Brooklin Novo,Apartamento,Apartamento
1397,54.0,2.0,1.0,2.0,1.0,175000,Parque Munhoz,Apartamento,Apartamento
1399,230.0,3.0,1.0,4.0,2.0,633500,Jardim Primavera,Casa,Casa
1402,65.0,2.0,1.0,2.0,2.0,391930,Alto da Lapa,Apartamento,Apartamento
1405,130.0,1.0,1.0,4.0,2.0,581000,Santo Amaro,Apartamento,Apartamento
1406,83.0,1.0,0.0,3.0,1.0,301000,Cidade São Francisco,Apartamento,Apartamento
1412,100.0,2.0,1.0,3.0,3.0,287000,Vila Curuçá Velha,Casa,Casa
1415,54.0,1.0,0.0,2.0,1.0,222460,Jardim Casablanca,Apartamento,Apartamento
1418,58.0,2.0,0.0,2.0,1.0,215600,Vila Gustavo,Apartamento,Apartamento
1422,201.0,6.0,3.0,3.0,4.0,1750000,Brooklin,Cobertura,Apartamento
1424,54.0,1.0,0.0,2.0,1.0,189000,Vila Formosa,Apartamento,Apartamento
1425,76.0,2.0,1.0,3.0,2.0,336000,Jardim Marajoara,Apartamento,Apartamento
1428,71.0,2.0,0.0,2.0,1.0,525000,Vila Mariana,Apartamento,Apartamento
1429,62.0,2.0,1.0,2.0,2.0,224000,Jardim Sarah,Apartamento,Apartamento
1430,90.0,2.0,1.0,3.0,2.0,519399,Vila São Silvestre,Apartamento,Apartamento
1431,58.0,2.0,1.0,3.0,1.0,266000,Vila Butantã,Apartamento,Apartamento
1432,68.0,1.0,1.0,2.0,1.0,244999,Vila Matilde,Apartamento,Apartamento
1434,120.0,2.0,1.0,3.0,2.0,455000,Vila Lúcia,Casa,Casa
1436,235.0,4.0,1.0,4.0,3.0,1042999,Rio Pequeno,Cobertura,Apartamento
1437,125.0,4.0,1.0,3.0,2.0,349300,Jardim Olympia,Casa de dois andares,Casa
1442,75.0,3.0,1.0,3.0,1.0,686000,Vila Olímpia,Apartamento,Apartamento
1445,110.0,2.0,0.0,3.0,2.0,455000,Jardim Leonor,Apartamento,Apartamento
1447,110.0,3.0,1.0,3.0,2.0,482999,Aclimação,Apartamento,Apartamento
1449,75.0,2.0,0.0,2.0,1.0,381500,São Judas,Apartamento,Apartamento
1450,48.0,1.0,0.0,2.0,1.0,150500,Vila Alpina,Apartamento,Apartamento
1451,60.0,1.0,0.0,2.0,1.0,196000,Vila Ema,Apartamento,Apartamento
1452,72.0,2.0,1.0,3.0,1.0,315000,Vila Zelina,Apartamento,Apartamento
1456,45.0,1.0,0.0,2.0,1.0,189000,Jardim Independencia,Apartamento,Apartamento
1461,35.0,1.0,0.0,1.0,1.0,180600,Jabaquara,Apartamento,Apartamento
1463,58.0,2.0,1.0,2.0,1.0,189000,Vila Ema,Apartamento,Apartamento
1468,70.0,2.0,1.0,3.0,1.0,371000,Jaguaré,Apartamento,Apartamento
1471,75.0,2.0,0.0,3.0,1.0,335300,Vila Gumercindo,Apartamento,Apartamento
1473,52.0,1.0,0.0,2.0,1.0,161000,Vila Heliópolis,Apartamento,Apartamento
1481,90.0,2.0,1.0,3.0,2.0,595000,Perdizes,Apartamento,Apartamento
1483,59.0,1.0,0.0,2.0,1.0,203000,Vila Bela,Apartamento,Apartamento
1484,62.0,2.0,1.0,2.0,1.0,336000,Santa Terezinha,Apartamento,Apartamento
1490,64.0,1.0,0.0,2.0,1.0,199500,Vila Santa Teresa (Zona Sul),Apartamento,Apartamento
1491,255.0,5.0,1.0,3.0,6.0,455000,Sítio da Figueira,Casa de dois andares,Casa
1493,120.0,2.0,1.0,3.0,2.0,315000,Capela do Socorro,Casa de dois andares,Casa
1503,61.0,1.0,0.0,2.0,1.0,503999,Vila Olímpia,Apartamento,Apartamento
1504,78.0,2.0,0.0,2.0,2.0,437500,Santana,Condomínio,Outro
1505,80.0,3.0,2.0,2.0,1.0,350000,Parada Inglesa,Condomínio,Outro
1506,72.0,2.0,1.0,3.0,1.0,290500,Vila Aurora (Zona Norte),Apartamento,Apartamento
1507,144.0,2.0,1.0,3.0,3.0,385000,Vila Mazzei,Casa,Casa
1527,66.0,2.0,1.0,3.0,1.0,357000,Vila Bertioga,Apartamento,Apartamento
1528,108.0,1.0,1.0,3.0,2.0,536760,Mooca,Apartamento,Apartamento
1529,325.0,1.0,0.0,3.0,3.0,840000,Alto da Mooca,Casa,Casa
1539,45.0,1.0,0.0,1.0,1.0,154000,Jaraguá,Apartamento,Apartamento
1540,73.0,2.0,0.0,3.0,1.0,267400,Freguesia do Ó,Apartamento,Apartamento
1541,55.0,1.0,0.0,2.0,1.0,297500,Vila Mascote,Apartamento,Apartamento
1551,63.0,2.0,0.0,2.0,1.0,346500,Campo Belo,Apartamento,Apartamento
1555,158.0,2.0,1.0,3.0,2.0,399000,Vila Mazzei,Casa de dois andares,Casa
1556,160.0,3.0,1.0,4.0,1.0,385000,Vila Guaca,Casa,Casa
1557,50.0,1.0,0.0,2.0,1.0,206500,Vila Vera,Apartamento,Apartamento
1572,49.0,1.0,0.0,1.0,1.0,406000,Vila Gertrudes,Apartamento,Apartamento
1573,150.0,2.0,1.0,3.0,2.0,280000,Jardim Daysy,Casa de dois andares,Casa
1574,70.0,1.0,0.0,2.0,1.0,266000,Vila Amélia,Apartamento,Apartamento
1575,107.0,1.0,0.0,2.0,2.0,385000,Vila São Silvestre,Condomínio,Outro
1579,86.0,3.0,1.0,3.0,2.0,623000,Alto de Pinheiros,Apartamento,Apartamento
1589,75.0,2.0,2.0,2.0,2.0,329000,Parque Mandaqui,Casa,Casa
1608,50.0,1.0,0.0,2.0,1.0,297500,Santo Amaro,Apartamento,Apartamento
1609,87.0,2.0,1.0,3.0,2.0,512399,Lauzane Paulista,Apartamento,Apartamento
1610,66.0,2.0,1.0,3.0,1.0,356930,Santana,Apartamento,Apartamento
1611,60.0,3.0,2.0,2.0,2.0,339500,Imirim,Condomínio,Outro
1612,53.0,2.0,2.0,2.0,1.0,210000,Vila Constança,Apartamento,Apartamento
1629,135.0,2.0,1.0,3.0,2.0,392000,Vila Guilhermina,Condomínio,Outro
1634,57.0,2.0,1.0,2.0,2.0,385000,Parque Imperial,Apartamento,Apartamento
1635,40.0,1.0,1.0,1.0,1.0,399000,Bela Vista,Apartamento,Apartamento
1636,114.0,2.0,1.0,3.0,3.0,770000,Vila Mariana,Apartamento,Apartamento
1638,101.0,2.0,1.0,2.0,1.0,364000,Lauzane Paulista,Cobertura,Apartamento
1655,100.0,3.0,1.0,3.0,2.0,609000,Campo Belo,Apartamento,Apartamento
1657,75.0,2.0,1.0,3.0,2.0,336000,Usina Piratininga,Apartamento,Apartamento
1658,65.0,1.0,0.0,3.0,1.0,297500,Jardim Anhanguera,Apartamento,Apartamento
1660,105.0,2.0,1.0,3.0,2.0,416500,Jardim Cidália,Casa de dois andares,Casa
1666,98.0,3.0,1.0,1.0,1.0,525000,Brooklin Paulista,Apartamento,Apartamento
1674,74.0,3.0,1.0,3.0,2.0,371000,Jardim Consórcio,Apartamento,Apartamento
1676,98.0,2.0,0.0,2.0,1.0,371000,Santo Amaro,Casa,Casa
1680,140.0,2.0,0.0,4.0,2.0,289800,Vila Medeiros,Casa,Casa
1683,143.0,3.0,1.0,3.0,2.0,488599,Jardim Rosa Maria,Condomínio,Outro
1684,110.0,3.0,1.0,3.0,2.0,482999,Rio Pequeno,Apartamento,Apartamento
1685,46.0,1.0,0.0,2.0,1.0,140000,Parque Munhoz,Apartamento,Apartamento
1686,150.0,3.0,1.0,3.0,2.0,455000,Jardim Consórcio,Casa,Casa
1687,104.0,3.0,1.0,3.0,3.0,770000,Santo Amaro,Apartamento,Apartamento
1689,61.0,2.0,1.0,2.0,1.0,558600,Vila Nova Conceição,Apartamento,Apartamento
1690,76.0,2.0,0.0,3.0,1.0,294000,Jardim Taquaral,Apartamento,Apartamento
1694,94.0,2.0,1.0,3.0,2.0,581000,Ipiranga,Apartamento,Apartamento
1698,60.0,1.0,0.0,2.0,1.0,209300,Itaquera,Condomínio,Outro
1700,180.0,2.0,0.0,3.0,1.0,336000,Vila Prudente,Condomínio,Outro
1705,60.0,4.0,2.0,2.0,2.0,266000,Vila Esperanca,Condomínio,Outro
1706,121.0,3.0,0.0,3.0,2.0,385000,Vila Euthalia,Casa,Casa
1707,52.0,1.0,0.0,2.0,1.0,244999,Penha de Franca,Apartamento,Apartamento
1710,51.0,1.0,0.0,2.0,2.0,287000,Vila Mazzei,Apartamento,Apartamento
1716,50.0,2.0,1.0,2.0,2.0,207900,Mandaqui,Apartamento,Apartamento
1718,120.0,3.0,1.0,2.0,2.0,560000,Santo Amaro,Apartamento,Apartamento
1721,68.0,1.0,0.0,2.0,1.0,308000,Vila Mascote,Apartamento,Apartamento
1722,120.0,2.0,0.0,3.0,3.0,461999,Vila Guilherme,Casa,Casa
1726,130.0,3.0,1.0,3.0,1.0,371000,Penha de Franca,Apartamento,Apartamento
1728,39.0,1.0,1.0,1.0,1.0,266000,Bela Vista,Apartamento,Apartamento
1730,52.0,1.0,1.0,2.0,1.0,262500,Santana,Apartamento,Apartamento
1731,80.0,1.0,0.0,3.0,1.0,350000,Jaguaré,Apartamento,Apartamento
1737,49.0,1.0,0.0,2.0,1.0,168000,Vila Antonieta,Apartamento,Apartamento
1738,80.0,3.0,1.0,3.0,2.0,385000,Cupecê,Casa de dois andares,Casa
1747,81.0,3.0,2.0,2.0,2.0,614930,Brooklin Paulista,Apartamento,Apartamento
1748,110.0,3.0,1.0,3.0,2.0,357000,Vila Nova Mazzei,Casa de dois andares,Casa
1749,103.0,3.0,1.0,3.0,2.0,717500,Bosque da Saúde,Apartamento,Apartamento
1754,114.0,1.0,1.0,3.0,1.0,630000,Pinheiros,Apartamento,Apartamento
1763,100.0,3.0,0.0,2.0,1.0,350000,Santo Amaro,Apartamento,Apartamento
1771,123.0,3.0,1.0,4.0,2.0,741300,Vila Congonhas,Apartamento,Apartamento
1773,66.0,2.0,1.0,3.0,1.0,297500,Vila do Encontro,Apartamento,Apartamento
1776,82.0,2.0,1.0,2.0,1.0,342160,Jardim das Vertentes,Apartamento,Apartamento
1777,60.0,2.0,1.0,2.0,1.0,252419,Jardim das Vertentes,Apartamento,Apartamento
1778,60.0,2.0,1.0,2.0,1.0,251999,Jardim das Vertentes,Apartamento,Apartamento
1779,60.0,2.0,1.0,2.0,1.0,252069,Jardim das Vertentes,Apartamento,Apartamento
1780,60.0,2.0,1.0,2.0,1.0,252209,Jardim das Vertentes,Apartamento,Apartamento
1789,76.0,3.0,2.0,2.0,2.0,237999,Itaquera,Condomínio,Outro
1792,104.0,1.0,1.0,3.0,2.0,406000,Vila Medeiros,Casa de dois andares,Casa
1793,42.0,1.0,1.0,1.0,1.0,385000,Pinheiros,Apartamento,Apartamento
1801,135.0,2.0,0.0,2.0,4.0,385000,Jardim Nice,Casa,Casa
1803,60.0,1.0,0.0,2.0,1.0,185500,Vila Constança,Apartamento,Apartamento
1804,120.0,2.0,1.0,2.0,1.0,336000,Parada Inglesa,Apartamento,Apartamento
